Month of Order Date	Category	Country/Region	State	Sales	City	Customer ID	Customer Name	Number of Records	Order Date	Order ID	Postal Code	Product ID	Product Name	Profit	Quantity	Quantity (bin)	Region	Row ID	Sales Agent ID	Ship Date	Ship Mode	Sub-Category
September 2016	Office Supplies	United States	Pennsylvania	$143.95	Philadelphia	NB-18580	Nicole Brennan	1	9/26/2016	CA-164385-2016_09_26	19134	OFF-AP-10002191	Belkin 8 Outlet SurgeMaster II Gold Surge Protector	$43	3	2	East	2543	37	10/1/2016	Second Class	Appliances
July 2016	Office Supplies	United States	New York	$17.94	New York City	BF-10975	Barbara Fisher	1	7/14/2016	CA-109904-2016_07_14	10009	OFF-AR-10004999	Newell 315	$5	3	2	East	8053	31	7/17/2016	Second Class	Art
March 2016	Office Supplies	United States	New York	$59.52	Yonkers	AB-10150	Aimee Bixby	1	3/5/2016	CA-169061-2016_03_05	10701	OFF-AR-10000588	Newell 345	$18	3	2	East	8497	31	3/8/2016	Second Class	Art
September 2016	Office Supplies	United States	New York	$139.44	New York City	ST-20530	Shui Tom	1	9/23/2016	CA-163559-2016_09_23	10035	OFF-BI-10002026	Avery Arch Ring Binders	$42	3	2	East	3608	31	9/28/2016	Second Class	Binders
April 2016	Office Supplies	United States	New York	$9.91	Troy	AH-10030	Aaron Hawkins	1	4/22/2016	CA-122070-2016_04_22	12180	OFF-BI-10004970	"ACCOHIDE 3-Ring Binder, Blue, 1"""	$3	3	2	East	7165	31	4/24/2016	Second Class	Binders
September 2016	Office Supplies	United States	Ohio	$2.50	Columbus	LH-16900	Lena Hernandez	1	9/13/2016	CA-126277-2016_09_13	43229	OFF-BI-10004022	Acco Suede Grain Vinyl Round Ring Binder	$1	3	2	East	6910	34	9/18/2016	Second Class	Binders
September 2016	Office Supplies	United States	New York	$18.90	New York City	LD-17005	Lisa DeCherney	1	9/29/2016	CA-124856-2016_09_29	10011	OFF-LA-10000121	Avery 48	$6	3	2	East	5798	31	10/3/2016	Second Class	Labels
September 2016	Office Supplies	United States	Massachusetts	$166.44	Lowell	RR-19525	Rick Reed	1	9/9/2016	CA-126403-2016_09_09	01852	OFF-PA-10001144	Xerox 1913	$50	3	2	East	2671	20	9/12/2016	Second Class	Paper
November 2016	Office Supplies	United States	New York	$34.44	New York City	FG-14260	Frank Gastineau	1	11/17/2016	CA-101833-2016_11_17	10024	OFF-PA-10003591	Southworth 100% Cotton The Best Paper	$10	3	2	East	9461	31	11/22/2016	Second Class	Paper
September 2016	Office Supplies	United States	Pennsylvania	$15.55	Philadelphia	LC-17140	Logan Currie	1	9/9/2016	CA-102869-2016_09_09	19140	OFF-PA-10000788	Xerox 210	$5	3	2	East	3597	37	9/14/2016	Second Class	Paper
May 2016	Office Supplies	United States	New Hampshire	$33.28	Dover	RF-19345	Randy Ferguson	1	5/20/2016	US-114188-2016_05_20	03820	OFF-AP-10000124	Acco 6 Outlet Guardian Basic Surge Suppressor	$10	4	4	East	2130	28	5/22/2016	Second Class	Appliances
October 2016	Office Supplies	United States	New Hampshire	$22.92	Concord	JE-15610	Jim Epp	1	10/14/2016	US-146353-2016_10_14	03301	OFF-BI-10003476	Avery Metallic Poly Binders	$7	4	4	East	4906	28	10/16/2016	Second Class	Binders
August 2016	Office Supplies	United States	Ohio	$76.78	Columbus	MS-17770	Maxwell Schwartz	1	8/19/2016	US-164616-2016_08_19	43229	OFF-BI-10001718	GBC DocuBind P50 Personal Binding Machine	$23	4	4	East	2377	34	8/21/2016	Second Class	Binders
October 2016	Office Supplies	United States	New York	$123.92	New York City	DN-13690	Duane Noonan	1	10/8/2016	CA-119977-2016_10_08	10011	OFF-PA-10003823	Xerox 197	$37	4	4	East	8853	31	10/13/2016	Second Class	Paper
May 2016	Office Supplies	United States	Ohio	$15.94	Akron	TT-21070	Ted Trevino	1	5/18/2016	CA-164224-2016_05_18	44312	OFF-PA-10001526	Xerox 1949	$5	4	4	East	3202	34	5/20/2016	Second Class	Paper
November 2016	Office Supplies	United States	New York	$1,117.92	New York City	MP-18175	Mike Pelletier	1	11/25/2016	CA-119151-2016_11_25	10009	OFF-ST-10003470	Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units	$335	4	4	East	4727	31	11/29/2016	Second Class	Storage
February 2016	Office Supplies	United States	New York	$64.96	New York City	CS-12250	Chris Selesnick	1	2/7/2016	US-169390-2016_02_07	10024	OFF-ST-10001558	Acco Perma 4000 Stacking Storage Drawers	$19	4	4	East	8736	31	2/10/2016	Second Class	Storage
October 2016	Office Supplies	United States	Ohio	$91.92	Columbus	BD-11635	Brian Derr	1	10/5/2016	CA-152422-2016_10_05	43229	OFF-AP-10002892	Belkin F5C206VTEL 6 Outlet Surge	$28	5	4	East	6020	34	10/10/2016	Second Class	Appliances
December 2016	Office Supplies	United States	Ohio	$48.36	Kent	RE-19405	Ricardo Emerson	1	12/29/2016	CA-165477-2016_12_29	44240	OFF-AP-10003281	Acco 6 Outlet Guardian Standard Surge Suppressor	$15	5	4	East	9442	34	12/31/2016	Second Class	Appliances
May 2016	Office Supplies	United States	Pennsylvania	$22.32	Philadelphia	AF-10885	Art Foster	1	5/10/2016	CA-114181-2016_05_10	19134	OFF-AR-10000716	DIXON Ticonderoga Erasable Checking Pencils	$7	5	4	East	7556	37	5/14/2016	Second Class	Art
October 2016	Office Supplies	United States	Rhode Island	$49.25	Cranston	AM-10705	Anne McFarland	1	10/31/2016	CA-145387-2016_10_31	02920	OFF-AR-10001683	Lumber Crayons	$15	5	4	East	4204	38	11/2/2016	Second Class	Art
September 2016	Office Supplies	United States	Massachusetts	$1,325.85	Lowell	RR-19525	Rick Reed	1	9/9/2016	CA-126403-2016_09_09	01852	OFF-ST-10000078	Tennsco 6- and 18-Compartment Lockers	$398	5	4	East	2674	20	9/12/2016	Second Class	Storage
October 2016	Office Supplies	United States	New Hampshire	$269.90	Concord	JE-15610	Jim Epp	1	10/14/2016	US-146353-2016_10_14	03301	OFF-ST-10001469	Fellowes Bankers Box Recycled Super Stor/Drawer	$81	5	4	East	4907	28	10/16/2016	Second Class	Storage
March 2016	Office Supplies	United States	New York	$49.63	Yonkers	AB-10150	Aimee Bixby	1	3/5/2016	CA-169061-2016_03_05	10701	OFF-BI-10001617	GBC Wire Binding Combs	$15	6	6	East	8500	31	3/8/2016	Second Class	Binders
March 2016	Office Supplies	United States	Ohio	$10.46	Columbus	CK-12205	Chloris Kastensmidt	1	3/11/2016	CA-166884-2016_03_11	43229	OFF-FA-10001561	Stockwell Push Pins	$3	6	6	East	1543	34	3/16/2016	Second Class	Fasteners
March 2016	Office Supplies	United States	Pennsylvania	$126.62	Philadelphia	QJ-19255	Quincy Jones	1	3/17/2016	CA-127859-2016_03_17	19134	OFF-PA-10003641	Xerox 1909	$38	6	6	East	8011	37	3/20/2016	Second Class	Paper
December 2016	Office Supplies	United States	Ohio	$36.29	Columbus	JK-15730	Joe Kamberova	1	12/1/2016	CA-150798-2016_12_01	43229	OFF-PA-10001972	Xerox 214	$11	7	6	East	4494	34	12/3/2016	Second Class	Paper
November 2016	Office Supplies	United States	Ohio	$11.81	Fairfield	MS-17530	MaryBeth Skach	1	11/18/2016	CA-133809-2016_11_18	45014	OFF-BI-10001757	Pressboard Hanging Data Binders for Unburst Sheets	$4	8	8	East	4908	34	11/23/2016	Second Class	Binders
April 2016	Office Supplies	United States	New York	$247.84	Troy	AH-10030	Aaron Hawkins	1	4/22/2016	CA-122070-2016_04_22	12180	OFF-EN-10004773	Staple envelope	$74	8	8	East	7164	31	4/24/2016	Second Class	Envelopes
May 2016	Office Supplies	United States	New Hampshire	$38.52	Dover	RF-19345	Randy Ferguson	1	5/20/2016	US-114188-2016_05_20	03820	OFF-AR-10004511	Sanford Colorific Scented Colored Pencils, 12/Pack	$12	9	8	East	2131	28	5/22/2016	Second Class	Art
September 2016	Office Supplies	United States	New York	$1,395.54	New York City	LD-17005	Lisa DeCherney	1	9/29/2016	CA-124856-2016_09_29	10011	OFF-ST-10002615	Dual Level, Single-Width Filing Carts	$419	9	8	East	5796	31	10/3/2016	Second Class	Storage
November 2016	Office Supplies	United States	Connecticut	$43.80	Fairfield	ML-17410	Maris LaWare	1	11/14/2016	CA-125556-2016_11_14	06824	OFF-BI-10003460	Acco 3-Hole Punch	$13	10	10	East	2211	6	11/16/2016	Second Class	Binders
March 2016	Office Supplies	United States	New York	$108.92	New York City	KA-16525	Kelly Andreada	1	3/11/2016	CA-158337-2016_03_11	10024	OFF-PA-10002137	Southworth 100% RŽsumŽ Paper, 24lb.	$33	14	14	East	3442	31	3/14/2016	Second Class	Paper
December 2016	Office Supplies	United States	Florida	$1.34	Tampa	CC-12670	Craig Carreira	1	12/23/2016	CA-154158-2016_12_23	33614	OFF-AR-10001868	Prang Dustless Chalk Sticks	$0	1	0	South	9383	9	12/27/2016	Second Class	Art
December 2016	Office Supplies	United States	Alabama	$7.27	Florence	IM-15070	Irene Maddox	1	12/19/2016	CA-120768-2016_12_19	35630	OFF-SU-10004115	Acme Stainless Steel Office Snips	$2	1	0	South	1433	1	12/21/2016	Second Class	Supplies
May 2016	Office Supplies	United States	Kentucky	$6.56	Richmond	PF-19120	Peter Fuller	1	5/5/2016	CA-166457-2016_05_05	40475	OFF-AR-10003651	Newell 350	$2	2	2	South	4213	16	5/9/2016	Second Class	Art
August 2016	Office Supplies	United States	Florida	$29.81	Miami	RA-19945	Ryan Akin	1	8/29/2016	CA-169775-2016_08_29	33178	OFF-EN-10001749	Jiffy Padded Mailers with Self-Seal Closure	$9	2	2	South	1898	9	9/2/2016	Second Class	Envelopes
December 2016	Office Supplies	United States	Florida	$1.98	Hialeah	KB-16585	Ken Black	1	12/16/2016	CA-153913-2016_12_16	33012	OFF-FA-10000490	"OIC Binder Clips, Mini, 1/4"" Capacity, Black"	$1	2	2	South	3770	9	12/20/2016	Second Class	Fasteners
April 2016	Office Supplies	United States	Florida	$10.37	Miami	JK-15370	Jay Kimmel	1	4/11/2016	US-102715-2016_04_11	33180	OFF-PA-10000029	Xerox 224	$3	2	2	South	3776	9	4/13/2016	Second Class	Paper
May 2016	Office Supplies	United States	Kentucky	$24.56	Richmond	PF-19120	Peter Fuller	1	5/5/2016	CA-166457-2016_05_05	40475	OFF-PA-10001363	Xerox 1933	$7	2	2	South	4214	16	5/9/2016	Second Class	Paper
April 2016	Office Supplies	United States	Virginia	$12.96	Alexandria	GM-14695	Greg Maxwell	1	4/5/2016	CA-102988-2016_04_05	22304	OFF-PA-10003349	Xerox 1957	$4	2	2	South	3279	45	4/9/2016	Second Class	Paper
August 2016	Office Supplies	United States	Virginia	$13.36	Springfield	MM-17920	Michael Moore	1	8/27/2016	CA-101266-2016_08_27	22153	OFF-PA-10002986	Xerox 1898	$4	2	2	South	6170	45	8/30/2016	Second Class	Paper
December 2016	Office Supplies	United States	Florida	$424.27	Tampa	CC-12670	Craig Carreira	1	12/23/2016	CA-154158-2016_12_23	33614	OFF-ST-10000078	Tennsco 6- and 18-Compartment Lockers	$127	2	2	South	9382	9	12/27/2016	Second Class	Storage
March 2016	Office Supplies	United States	Kentucky	$146.76	Richmond	FM-14215	Filia McAdams	1	3/11/2016	CA-114790-2016_03_11	40475	OFF-AP-10002578	Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote	$44	3	2	South	7015	16	3/13/2016	Second Class	Appliances
December 2016	Office Supplies	United States	Georgia	$40.05	Columbus	RF-19840	Roy Franzšsisch	1	12/17/2016	CA-123925-2016_12_17	31907	OFF-AR-10002952	Stanley Contemporary Battery Pencil Sharpeners	$12	3	2	South	1495	10	12/19/2016	Second Class	Art
November 2016	Office Supplies	United States	North Carolina	$7.87	Asheville	DM-13345	Denise Monton	1	11/12/2016	CA-164910-2016_11_12	28806	OFF-AR-10003651	Newell 350	$2	3	2	South	3966	32	11/17/2016	Second Class	Art
December 2016	Office Supplies	United States	Kentucky	$12.39	Henderson	KC-16675	Kimberly Carter	1	12/13/2016	CA-129819-2016_12_13	42420	OFF-BI-10004970	"ACCOHIDE 3-Ring Binder, Blue, 1"""	$4	3	2	South	8640	16	12/15/2016	Second Class	Binders
April 2016	Office Supplies	United States	Louisiana	$17.94	Lake Charles	HG-14845	Harry Greene	1	4/29/2016	CA-142727-2016_04_29	70601	OFF-BI-10000136	Avery Non-Stick Heavy Duty View Round Locking Ring Binders	$5	3	2	South	2892	17	5/1/2016	Second Class	Binders
November 2016	Office Supplies	United States	South Carolina	$45.66	Columbia	CS-12250	Chris Selesnick	1	11/28/2016	CA-101560-2016_11_28	29203	OFF-BI-10000309	"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"	$14	3	2	South	5196	39	12/1/2016	Second Class	Binders
April 2016	Office Supplies	United States	Virginia	$58.05	Arlington	AG-10390	Allen Goldenen	1	4/19/2016	CA-158470-2016_04_19	22204	OFF-BI-10003638	GBC Durable Plastic Covers	$17	3	2	South	7843	45	4/23/2016	Second Class	Binders
April 2016	Office Supplies	United States	Florida	$6.91	Miami	JK-15370	Jay Kimmel	1	4/11/2016	US-102715-2016_04_11	33180	OFF-FA-10001332	"Acco Banker's Clasps, 5 3/4""-Long"	$2	3	2	South	3774	9	4/13/2016	Second Class	Fasteners
November 2016	Office Supplies	United States	North Carolina	$8.38	Cary	ON-18715	Odella Nelson	1	11/4/2016	CA-121286-2016_11_04	27511	OFF-FA-10000585	OIC Bulk Pack Metal Binder Clips	$3	3	2	South	2721	32	11/8/2016	Second Class	Fasteners
December 2016	Office Supplies	United States	Florida	$45.53	Tampa	CC-12670	Craig Carreira	1	12/23/2016	CA-154158-2016_12_23	33614	OFF-PA-10001295	Computer Printout Paper with Letter-Trim Perforations	$14	3	2	South	9380	9	12/27/2016	Second Class	Paper
March 2016	Office Supplies	United States	Kentucky	$14.94	Richmond	FM-14215	Filia McAdams	1	3/11/2016	CA-114790-2016_03_11	40475	OFF-PA-10000213	Xerox 198	$4	3	2	South	7018	16	3/13/2016	Second Class	Paper
May 2016	Office Supplies	United States	Kentucky	$9.42	Richmond	PF-19120	Peter Fuller	1	5/5/2016	CA-166457-2016_05_05	40475	OFF-PA-10003016	"Adams ""While You Were Out"" Message Pads"	$3	3	2	South	4212	16	5/9/2016	Second Class	Paper
October 2016	Office Supplies	United States	Alabama	$275.97	Montgomery	AS-10225	Alan Schoenberger	1	10/18/2016	CA-110408-2016_10_18	36116	OFF-ST-10001522	Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h	$83	3	2	South	1976	1	10/20/2016	Second Class	Storage
August 2016	Office Supplies	United States	Florida	$7.63	North Miami	JP-15520	Jeremy Pistek	1	8/22/2016	CA-130918-2016_08_22	33161	OFF-SU-10003936	Acme Serrated Blade Letter Opener	$2	3	2	South	8941	9	8/24/2016	Second Class	Supplies
August 2016	Office Supplies	United States	Kentucky	$25.50	Owensboro	DW-13585	Dorothy Wardle	1	8/24/2016	CA-120432-2016_08_24	42301	OFF-SU-10004661	Acme Titanium Bonded Scissors	$8	3	2	South	5913	16	8/26/2016	Second Class	Supplies
November 2016	Office Supplies	United States	South Carolina	$13.12	Columbia	CS-12250	Chris Selesnick	1	11/28/2016	CA-101560-2016_11_28	29203	OFF-AR-10004757	Crayola Colored Pencils	$4	4	4	South	5195	39	12/1/2016	Second Class	Art
August 2016	Office Supplies	United States	Florida	$505.18	Miami	RA-19945	Ryan Akin	1	8/29/2016	CA-169775-2016_08_29	33178	OFF-BI-10004390	GBC DocuBind 200 Manual Binding Machine	$152	4	4	South	1899	9	9/2/2016	Second Class	Binders
November 2016	Office Supplies	United States	North Carolina	$58.24	Cary	ON-18715	Odella Nelson	1	11/4/2016	CA-121286-2016_11_04	27511	OFF-AP-10004859	Acco 6 Outlet Guardian Premium Surge Suppressor	$17	5	4	South	2722	32	11/8/2016	Second Class	Appliances
December 2016	Office Supplies	United States	Florida	$83.92	Tampa	CC-12670	Craig Carreira	1	12/23/2016	CA-154158-2016_12_23	33614	OFF-ST-10004950	Acco Perma 3000 Stacking Storage Drawers	$25	5	4	South	9384	9	12/27/2016	Second Class	Storage
April 2016	Office Supplies	United States	Virginia	$4,164.05	Alexandria	GM-14695	Greg Maxwell	1	4/5/2016	CA-102988-2016_04_05	22304	OFF-SU-10002881	Martin Yale Chadless Opener Electric Letter Opener	$1,249	5	4	South	3281	45	4/9/2016	Second Class	Supplies
December 2016	Office Supplies	United States	Alabama	$152.76	Florence	IM-15070	Irene Maddox	1	12/19/2016	CA-120768-2016_12_19	35630	OFF-BI-10001191	Canvas Sectional Post Binders	$46	6	6	South	1432	1	12/21/2016	Second Class	Binders
April 2016	Office Supplies	United States	Virginia	$22.96	Alexandria	GM-14695	Greg Maxwell	1	4/5/2016	CA-102988-2016_04_05	22304	OFF-AR-10004757	Crayola Colored Pencils	$7	7	6	South	3277	45	4/9/2016	Second Class	Art
April 2016	Office Supplies	United States	Virginia	$22.96	Alexandria	GM-14695	Greg Maxwell	1	4/5/2016	CA-102988-2016_04_05	22304	OFF-AR-10000127	Newell 321	$7	7	6	South	3280	45	4/9/2016	Second Class	Art
November 2016	Office Supplies	United States	South Carolina	$85.96	Columbia	CS-12250	Chris Selesnick	1	11/28/2016	CA-101560-2016_11_28	29203	OFF-PA-10001363	Xerox 1933	$26	7	6	South	5194	39	12/1/2016	Second Class	Paper
April 2016	Office Supplies	United States	Virginia	$71.28	Arlington	AG-10390	Allen Goldenen	1	4/19/2016	CA-158470-2016_04_19	22204	OFF-PA-10001569	Xerox 232	$21	11	10	South	7844	45	4/23/2016	Second Class	Paper
December 2016	Office Supplies	United States	California	$4.13	Los Angeles	MC-17845	Michael Chen	1	12/20/2016	CA-156594-2016_12_20	90008	OFF-AR-10004269	Newell 31	$1	1	0	West	3645	4	12/23/2016	Second Class	Art
June 2016	Office Supplies	United States	Oregon	$9.33	Salem	GK-14620	Grace Kelly	1	6/25/2016	CA-164469-2016_06_25	97301	OFF-AR-10000475	Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black	$3	1	0	West	4849	36	6/27/2016	Second Class	Art
October 2016	Office Supplies	United States	California	$2.99	San Francisco	RP-19270	Rachel Payne	1	10/19/2016	CA-155264-2016_10_19	94110	OFF-BI-10003196	Accohide Poly Flexible Ring Binders	$1	1	0	West	9338	4	10/22/2016	Second Class	Binders
August 2016	Office Supplies	United States	Utah	$13.18	Pleasant Grove	VD-21670	Valerie Dominguez	1	8/4/2016	CA-126361-2016_08_04	84062	OFF-BI-10002852	Ibico Standard Transparent Covers	$4	1	0	West	1381	43	8/9/2016	Second Class	Binders
October 2016	Office Supplies	United States	Washington	$1.34	Seattle	IG-15085	Ivan Gibson	1	10/18/2016	CA-143168-2016_10_18	98103	OFF-BI-10003784	Computer Printout Index Tabs	$0	1	0	West	7118	46	10/23/2016	Second Class	Binders
July 2016	Office Supplies	United States	California	$6.48	Los Angeles	VF-21715	Vicky Freymann	1	7/25/2016	CA-146528-2016_07_25	90045	OFF-PA-10002195	Xerox 1966	$2	1	0	West	3647	4	7/27/2016	Second Class	Paper
April 2016	Office Supplies	United States	California	$48.91	San Francisco	NM-18445	Nathan Mautz	1	4/23/2016	CA-111857-2016_04_23	94109	OFF-PA-10001878	Xerox 1891	$15	1	0	West	9290	4	4/26/2016	Second Class	Paper
December 2016	Office Supplies	United States	New Mexico	$33.29	Albuquerque	ST-20530	Shui Tom	1	12/29/2016	CA-152345-2016_12_29	87105	OFF-ST-10003123	Fellowes Bases and Tops For Staxonsteel/High-Stak Systems	$10	1	0	West	4321	30	1/3/2017	Second Class	Storage
November 2016	Office Supplies	United States	California	$7.78	Los Angeles	MA-17560	Matt Abelman	1	11/11/2016	CA-140732-2016_11_11	90004	OFF-AP-10001626	Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags	$2	2	2	West	5963	4	11/13/2016	Second Class	Appliances
December 2016	Office Supplies	United States	California	$47.30	Los Angeles	MC-17845	Michael Chen	1	12/20/2016	CA-156594-2016_12_20	90008	OFF-AR-10001725	Boston Home & Office Model 2000 Electric Pencil Sharpeners	$14	2	2	West	3644	4	12/23/2016	Second Class	Art
March 2016	Office Supplies	United States	California	$3.36	San Francisco	DK-12835	Damala Kotsonis	1	3/26/2016	CA-141838-2016_03_26	94122	OFF-AR-10004272	Newell 308	$1	2	2	West	9052	4	3/31/2016	Second Class	Art
February 2016	Office Supplies	United States	California	$17.25	Escondido	MH-17440	Mark Haberlin	1	2/4/2016	CA-104808-2016_02_04	92025	OFF-BI-10003676	GBC Standard Recycled Report Covers, Clear Plastic Sheets	$5	2	2	West	8585	4	2/8/2016	Second Class	Binders
April 2016	Office Supplies	United States	California	$65.57	Los Angeles	FH-14275	Frank Hawley	1	4/6/2016	CA-153808-2016_04_06	90004	OFF-BI-10002794	"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets"	$20	2	2	West	8840	4	4/10/2016	Second Class	Binders
December 2016	Office Supplies	United States	California	$487.98	Los Angeles	MC-17845	Michael Chen	1	12/20/2016	CA-156594-2016_12_20	90008	OFF-BI-10004632	Ibico Hi-Tech Manual Binding System	$146	2	2	West	3643	4	12/23/2016	Second Class	Binders
August 2016	Office Supplies	United States	California	$49.57	Los Angeles	RB-19645	Robert Barroso	1	8/23/2016	CA-154837-2016_08_23	90032	OFF-BI-10001575	GBC Linen Binding Covers	$15	2	2	West	6672	4	8/27/2016	Second Class	Binders
August 2016	Office Supplies	United States	California	$69.46	Los Angeles	DW-13195	David Wiener	1	8/19/2016	CA-133158-2016_08_19	90045	OFF-BI-10000632	Satellite Sectional Post Binders	$21	2	2	West	7004	4	8/21/2016	Second Class	Binders
March 2016	Office Supplies	United States	Washington	$107.65	Des Moines	NP-18685	Nora Pelletier	1	3/7/2016	US-131982-2016_03_07	98198	OFF-BI-10004224	Catalog Binders with Expanding Posts	$32	2	2	West	5254	46	3/11/2016	Second Class	Binders
February 2016	Office Supplies	United States	Washington	$83.84	Seattle	TB-21400	Tom Boeckenhauer	1	2/3/2016	CA-111059-2016_02_03	98105	OFF-BI-10004593	Ibico Laser Imprintable Binding System Covers	$25	2	2	West	1518	46	2/6/2016	Second Class	Binders
April 2016	Office Supplies	United States	California	$29.60	Vallejo	KM-16720	Kunst Miller	1	4/1/2016	US-157021-2016_04_01	94591	OFF-LA-10002312	Avery 490	$9	2	2	West	1373	4	4/6/2016	Second Class	Labels
September 2016	Office Supplies	United States	California	$20.56	Santa Clara	LR-17035	Lisa Ryan	1	9/7/2016	CA-109918-2016_09_07	95051	OFF-PA-10000174	"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"	$6	2	2	West	8368	4	9/12/2016	Second Class	Paper
December 2016	Office Supplies	United States	Washington	$45.68	Olympia	JK-15625	Jim Karlsson	1	12/8/2016	CA-135608-2016_12_08	98502	OFF-PA-10001954	Xerox 1964	$14	2	2	West	3715	46	12/10/2016	Second Class	Paper
October 2016	Office Supplies	United States	Washington	$61.96	Seattle	IG-15085	Ivan Gibson	1	10/18/2016	CA-143168-2016_10_18	98103	OFF-PA-10000167	Xerox 1925	$19	2	2	West	7117	46	10/23/2016	Second Class	Paper
July 2016	Office Supplies	United States	California	$276.28	Los Angeles	BB-10990	Barry Blumstein	1	7/27/2016	CA-169642-2016_07_27	90036	OFF-ST-10002574	SAFCO Commercial Wire Shelving, Black	$83	2	2	West	8888	4	7/30/2016	Second Class	Storage
March 2016	Office Supplies	United States	California	$330.40	Los Angeles	PO-18865	Patrick O'Donnell	1	3/23/2016	CA-120838-2016_03_23	90036	OFF-ST-10000585	Economy Rollaway Files	$99	2	2	West	3555	4	3/26/2016	Second Class	Storage
August 2016	Office Supplies	United States	Utah	$1,089.75	Pleasant Grove	VD-21670	Valerie Dominguez	1	8/4/2016	CA-126361-2016_08_04	84062	OFF-AP-10003590	Hoover WindTunnel Plus Canister Vacuum	$327	3	2	West	1376	43	8/9/2016	Second Class	Appliances
September 2016	Office Supplies	United States	California	$53.94	Escondido	LT-16765	Larry Tron	1	9/1/2016	CA-126522-2016_09_01	92025	OFF-AR-10004042	BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain	$16	3	2	West	1162	4	9/5/2016	Second Class	Art
April 2016	Office Supplies	United States	California	$70.95	Los Angeles	FH-14275	Frank Hawley	1	4/6/2016	CA-153808-2016_04_06	90004	OFF-AR-10001725	Boston Home & Office Model 2000 Electric Pencil Sharpeners	$21	3	2	West	8839	4	4/10/2016	Second Class	Art
February 2016	Office Supplies	United States	Washington	$13.27	Seattle	TB-21400	Tom Boeckenhauer	1	2/3/2016	CA-111059-2016_02_03	98105	OFF-BI-10002827	Avery Durable Poly Binders	$4	3	2	West	1519	46	2/6/2016	Second Class	Binders
August 2016	Office Supplies	United States	Arizona	$93.02	Glendale	GH-14410	Gary Hansen	1	8/3/2016	CA-128986-2016_08_03	85301	OFF-PA-10001289	White Computer Printout Paper by Universal	$28	3	2	West	3156	2	8/5/2016	Second Class	Paper
January 2016	Office Supplies	United States	California	$19.44	Los Angeles	LS-17230	Lycoris Saunders	1	1/6/2016	CA-130813-2016_01_06	90049	OFF-PA-10002005	Xerox 225	$6	3	2	West	5328	4	1/8/2016	Second Class	Paper
October 2016	Office Supplies	United States	California	$146.73	San Francisco	RP-19270	Rachel Payne	1	10/19/2016	CA-155264-2016_10_19	94110	OFF-PA-10003228	Xerox 1917	$44	3	2	West	9340	4	10/22/2016	Second Class	Paper
June 2016	Office Supplies	United States	Nevada	$79.14	North Las Vegas	TS-21205	Thomas Seio	1	6/9/2016	CA-160262-2016_06_09	89031	OFF-PA-10003641	Xerox 1909	$24	3	2	West	4956	27	6/13/2016	Second Class	Paper
November 2016	Office Supplies	United States	Utah	$166.44	Salt Lake City	DB-13360	Dennis Bolton	1	11/19/2016	CA-100972-2016_11_19	84106	OFF-PA-10000357	Xerox 1888	$50	3	2	West	7868	43	11/24/2016	Second Class	Paper
December 2016	Office Supplies	United States	California	$8.94	Oakland	LH-17155	Logan Haushalter	1	12/12/2016	CA-113320-2016_12_12	94601	OFF-ST-10000617	Woodgrain Magazine Files by Perma	$3	3	2	West	4855	4	12/15/2016	Second Class	Storage
December 2016	Office Supplies	United States	Oregon	$53.42	Springfield	RC-19960	Ryan Crowe	1	12/6/2016	US-112872-2016_12_06	97477	OFF-ST-10002205	File Shuttle I and Handi-File	$16	3	2	West	2984	36	12/11/2016	Second Class	Storage
November 2016	Office Supplies	United States	California	$10.95	San Francisco	SC-20260	Scott Cohen	1	11/15/2016	CA-128622-2016_11_15	94110	OFF-SU-10001574	Acme Value Line Scissors	$3	3	2	West	8946	4	11/17/2016	Second Class	Supplies
January 2016	Office Supplies	United States	Oregon	$64.86	Springfield	DW-13195	David Wiener	1	1/18/2016	CA-123477-2016_01_18	97477	OFF-AP-10000692	Fellowes Mighty 8 Compact Surge Protector	$19	4	4	West	5365	36	1/21/2016	Second Class	Appliances
July 2016	Office Supplies	United States	California	$11.52	San Francisco	NP-18325	Naresj Patel	1	7/22/2016	CA-117464-2016_07_22	94122	OFF-AR-10003190	Newell 32	$3	4	4	West	7167	4	7/24/2016	Second Class	Art
November 2016	Office Supplies	United States	Oregon	$120.77	Portland	TB-21595	Troy Blackwell	1	11/7/2016	US-139640-2016_11_07	97206	OFF-AR-10002240	Panasonic KP-150 Electric Pencil Sharpener	$36	4	4	West	9811	36	11/11/2016	Second Class	Art
March 2016	Office Supplies	United States	California	$27.94	San Francisco	DK-12835	Damala Kotsonis	1	3/26/2016	CA-141838-2016_03_26	94122	OFF-BI-10003291	Wilson Jones Leather-Like Binders with DublLock Round Rings	$8	4	4	West	9053	4	3/31/2016	Second Class	Binders
